id,text,label,source
real-0166,تورو خدا یک ویدیو باهمین حوصله و دقت برای جاوا درست کنید.ممنون🎉,0,youtube-tutorials
real-0167,سلام ممنون بابت زحماتی که کشیدید,0,youtube-tutorials
real-0168,عالی با تمام جزئیات کدها,0,youtube-tutorials
real-0169,شما بسیار عالی هستی . سپاسگذارم از زحماتتنون,0,youtube-tutorials
real-0170,سلامم من تازه باهاتون آشنا شدم ویدیو تون عالی بود 😊❤,0,youtube-tutorials
real-0171,خیلی ممنونم واقعا خیلی بهم کمک کردید,0,youtube-tutorials
real-0172,خدایا شکرت اینقدر زیبایی به ایران ،❤,0,youtube-tutorials
real-0173,سلام من هنوز دوره رو نگاه نکردم ولی از روی کامنت ها معلومه که دوره ی خوبی هست^_^,0,youtube-tutorials
real-0174,سلام به قسمت فانکشن ها رسیدم و خواستم تشکر کنم با آموزش شما قسمت فانکشن رو خیلی بهتر یاد گرفتم متشکر و برقرار باشید🙏,0,youtube-tutorials
real-0175,ممنون از شما استاد توانمند بسیار عالی تدریس میکنید. بسیار اموزنده و پر‌ کاربرد. سپاس بیکران🌹,0,youtube-tutorials
real-0176,این ویدیو خیلی ساده تر و آموزشی تر نسبت به بقیه ویدیو های همین سبکه ، ممنونم,0,youtube-tutorials
real-0177,ایولا دمت گرم خانم مهندس ادامه بده چون کسی به گرد پاتون نمیرسه ❤,0,youtube-tutorials
real-0178,بابا دست خوش عالیییییی,0,youtube-tutorials
real-0179,استاد سلام و خسته نباشید خدمت شما عرض می کنم آموزش های شما خیلی عالیه ومن از پیج شما خیلی چیز یاد گرفتم آرزو توفیق و بهروزی و شادکامی و سربلندی برای شما دارم ❤,0,youtube-tutorials
real-0180,مهندس تو محشری ❤ دمتگرمممممممممم,0,youtube-tutorials
real-0181,مرسی واقعا اولین زبانم ک دارم تلاش میکنم یاد بگیرم ❤,0,youtube-tutorials
real-0182,درود وارادت و احترام بانو سروین سپاس بیکران از آموزش های عالی و بی دریغ شما بزرگوار به امید کلاسهای حضوری و تجربه در کنار شما بزرگوار پایدار و برقرار باشید💐💐💐💐,0,youtube-tutorials
real-0183,خیلی عالی بود واقعا با دقت توضیح دادین ممنونم از وقتی که گذاشتین چقدر کار درست و عالی بود 🌺🌹,0,youtube-tutorials
real-0184,سلام خسته نباشید اموزش های تان عالی است اما طول ویدیو ها خیلی زیاد,0,youtube-tutorials
real-0185,تازه شروع کردم، ساب هم کردم امید وارم که کاربردی باشه و آموزشتون خوب باشه,0,youtube-tutorials
real-0186,واقعا ممنونم از این محتوای خوبتون💯🌹🌹,0,youtube-tutorials
real-0187,شما بی نظیرین ❤,0,youtube-tutorials
real-0188,بی زحمت دوره جامع جنگو هم بزارین.مرسی❤,0,youtube-tutorials
real-0189,خیلی شمرده و قشنگ توضیح میدین 😍 مرسی ازتون بانو,0,youtube-tutorials
real-0190,دمتون گرم عالی توضیح دادین,0,youtube-tutorials
real-0191,مرسی ازتون کارتون عالیه لطفا ادامه بدین,0,youtube-tutorials
real-0192,عالیه خیلی با انرجی درس میدید خیلی معلم خوبی هستید,0,youtube-tutorials
real-0193,خیلی عالی و آموزنده انشاالله همیشه موفق باشید ❤❤❤,0,youtube-tutorials
real-0194,دوره خیلی خوبی بود 😎,0,youtube-tutorials
real-0195,استاد مرسی از ویدیو هاتون 🔥🔥 یه دوره آموزش جنگو حرفه ای هم طراحی کنید تو یوتیوب بزارید🌺🌺,0,youtube-tutorials
real-0196,گنجینه پایتون بانو لطفا همینو ادامه بده هرچی لازمه بگید لطفا هههرررر چیز,0,youtube-tutorials
real-0197,از افغانستان استم عالی ....,0,youtube-tutorials
real-0198,سپاس فراوان بابت زحمات شما 🎉🎉,0,youtube-tutorials
real-0199,عالیه! خسته نباشید خانم مهندس.,0,youtube-tutorials
real-0200,سلام لطفا چنین سبک ویدئوهایی رو ادامه داشته باشید تشکر واسه سی شارپ و ....,0,youtube-tutorials
real-0201,خیلی عالی خداقوت میگم بهتون,0,youtube-tutorials
real-0202,عالی و مفهومی❤❤🎉,0,youtube-tutorials
real-0203,سلام تشکر بسیار بابت توضیح و آموزش بسیار عالی. لطفا یک کتاب هم درمورد پایتون معرفی کنید که کاربردی باشه,0,youtube-tutorials
real-0204,شما عالی هستید مرسی از شما,0,youtube-tutorials
real-0205,خیلیییی عالیه,0,youtube-tutorials
real-0206,ممنون خانم مهندس,0,youtube-tutorials
real-0207,بسیار سپاس از زحماتتون🎉,0,youtube-tutorials
real-0208,خیلی عالی دستتون درد نکنه,0,youtube-tutorials
real-0209,❤❤❤دمتون گرم استاد,0,youtube-tutorials
real-0210,واقعا خیلی زحمت میکشی,0,youtube-tutorials
real-0211,کارتون عالیه ❤,0,youtube-tutorials
real-0212,عالی بود موفق باشی,0,youtube-tutorials
real-0213,درود استاد پاینده باشید,0,youtube-tutorials
real-0214,واقعا عالی بود دمت گرمممممممم,0,youtube-tutorials
real-0215,عالی دمت گرم 🔥🔥🔥,0,youtube-tutorials
real-0216,کانالت خیلی تکنیکال و عالیه❤️❤️❤️ دقیقا چیزیه که میخواستم,0,youtube-tutorials
real-0217,مثل همیشه عالی,0,youtube-tutorials
real-0218,واقعا خیلی خوب بود,0,youtube-tutorials
real-0219,عالی بود سپاس,0,youtube-tutorials
real-0220,پیشنهاد و نظر شخصیم اینه که بعد beeware همین دوره رو بذلر,0,youtube-tutorials
real-0221,اطلاعاتی که تو این ویدیو دادی، از نصف دوره های جنگو فارسی بیشتر بود,0,youtube-tutorials
real-0222,عالیییی بود فقط چطور اینقدر دستتون تو تایپ سریع هست؟,0,youtube-tutorials
real-0223,من خودم کانال و ویدیوهاتو دوست دارم و نگاه می‌کنم ولی سر این ویدیو مغزم دود کرد😢😂,0,youtube-tutorials
real-0224,ممنون استاد ❤ مشکل که دارم قتی سرور ران می کنم به صفحه اصلی جنگو وصل میشه درحال که باید به صفحه فروشگاه من وصل بیشه مشکل درکجاست . ممنون اگر راهنمایی ام کنید🙏,0,youtube-tutorials
real-0225,سلام ببخشید میگم من وقتی run server میزنم طول میکشه و تا نصفش میره و گیر میکنه بعد دیگه نمیاره ولی قبلا اوکی بود ممنون میشم راهنماییم کنید.❤😊,0,youtube-tutorials
real-0226,"رفقا خسته نباشید! ❤ این ویدیو برای یادگیری ""الفبای جنگو"" بود. اگر می‌خواهید لذت واقعی طراحی سایت رو بچشید، پیشنهاد میکنم همین الان برید سراغ دوره «پروژه محور وبلاگ» که توی اون یک سایت کامل رو با هم می‌سازیم: لینک ویدیوی ۵ ساعته وبلاگ رو توی دیسکریپشن گذاشتم.",1,youtube-tutorials
real-0227,سلام. بسیار عالی بسیار عالی بسیار عالی فقط همین.,0,youtube-tutorials
real-0228,ممنون آموزش فوق العاده ای هستش همچنان با قدرت و عالی ادامه بدید لطفا,0,youtube-tutorials
real-0229,من اموزش های زیادی راجب جنگو دیدم و این اموزش کامل ترینش بود ✨,0,youtube-tutorials
real-0230,استاد چرا تو هیچ آموزشی قبل از شروع هر درسی نمیان از محیط ویرچوالیزیشن چیزی بگن ؟,0,youtube-tutorials
real-0231,استاد برای من فایلی به اسم bin توی محیط مجازیم نبود,0,youtube-tutorials
real-0232,استاد پایتون من چرا اینجوره پس؟ من میزنم گیت ورژن بهم ارور میده,0,youtube-tutorials
real-0233,این پیام از آقا احمد جامعی انقد واصف ویدیو هست که منم خواستم کپی پیست کتم آقا اصلا حرفی برای گفتن باقی نمونده بسیار بسیار واضح توضیح میدید خیلی ممنون,0,youtube-tutorials
real-0234,خیلی جذاب توضیح میدید ، بسیار عالی,0,youtube-tutorials
real-0235,کاملا مسلط و آموزنده.قوی ادامه بدید,0,youtube-tutorials
real-0236,متشکرم. مفید بود. سلامت باشید.,0,youtube-tutorials
real-0237,بسیار عالی توضیحات جامع و کامل خیلی واضح ممنون از شما ، اگر امکانش هست خواهشا یک ویدیو دیگر هم از اموزش جنگو با همین سبک اموزش فقط روی یه پروژه ویب اگه بسازید مطمعنم که بیشترین ویو و لایک میگیره اگر به همین سبک باشه با توضیحات واضح و کامل .,0,youtube-tutorials
real-0238,عالی و حرفه ای. امیدوارم همه دوره های یوتیوب یه روزی همینقدر حرفه ای و اصولی و طبقه بندی شده باشن.,0,youtube-tutorials
real-0239,تدریستون فوق‌العاده است.,0,youtube-tutorials
real-0240,این ویدیو ارزش داره چند بار ببینیمش ممنون بابت تولید محتوا عالی شما,0,youtube-tutorials
real-0241,عالی بود ممنون,0,youtube-tutorials
real-0242,مهندس دمت گرم. عالی بود.,0,youtube-tutorials
real-0243,استاد عبدالهی یه برنامه مدیریت تسک افسانه ای هست به اسم Anytype هیچ کجای اینترنت آموزش فارسیش رو ندیدم به نظرم اگه بتونی اولین لندینگ آموزشیش بشی می ترکونه .الان همه درکشون از اپلیکیشن مدیریت تسک فقط notion هستش,0,youtube-tutorials
real-0244,استاد عزیز سلام خسته نباشید تدریستون عالیه ایشالله همیشه موفق باشین و سلامت🫶😍,0,youtube-tutorials
real-0245,🌺🌺🌺🌺 سلام آقای عبدالهی . درود به شما 🌺🌺🌺🌺,0,youtube-tutorials
real-0246,تدریس خیلی عالی دوره خیلی ارزش منده,0,youtube-tutorials
real-0247,بسیار روان و قابل فهم. با تشکر از شما,0,youtube-tutorials
real-0248,خدا قوت بسیار عالی و با کیفیت بود,0,youtube-tutorials
real-0249,ممنون استاد آموزنده بود,0,youtube-tutorials
real-0250,آموزش بسیار خوبی هستش ممنونم از زحمات شما,0,youtube-tutorials
real-0251,آقا اصلا حرفی برای گفتن باقی نمونده بسیار بسیار واضح توضیح میدید خیلی ممنون,0,youtube-tutorials
real-0252,برای من بسیار مفید بود چون من توی جنگو صفر کیلومترم و هیچ درکی از جزئیات ندارم چه برسه به کلیات.با این فیلم ایده کلی و یک تصویر بزرگ از جنگو و نحوه کار کردن اون یاد گرفتم.طرز صحبت شون هم خوبه و باعث خستگی نمیشه.به مطلبشون مسلط هستن.ارزوی موفقیت.,0,youtube-tutorials
real-0253,سلام وقتتون بخیر.ممنونم بابت محتوای خوبتون .میشه لطفا جنگو رست رو هم آموزش بدین؟,0,youtube-tutorials
real-0254,این دومین کامنتی هستش که میزارم ترجیح دادم قبلی رو ادیت نکنم. با اینکه جنگو کار کردم اما گه گداری نگاه میکنم به کلیپ های آموزشی. واقعا این کلیپ آموزشی فوق العاده هستش. محتصر و مفید. اگر اول کامنتها رو می خونین و بعد شروع به دیدن میکنید. حتما استفاده کنید. موفق باشید,0,youtube-tutorials
real-0255,سلام ببخشید اون آموزش هاتون با جنگو که قالب بوتسترپ مید رو بالا می آوردید نیست دیگه چرا؟؟,0,youtube-tutorials
real-0256,استاد جنگو بازار کار و تقاضاش چطوره تو ایران,0,youtube-tutorials
real-0257,سلام وقتتون بخیر من هیچ چیزی از جنگو نمیدونم ولی میخوام یاد بگیرم بنظرتون از ویدیو های این دوره ببینم یا برم یه دوره کامل پیدا کنم,0,youtube-tutorials
real-0258,استاد یه سوالی داشتم من از ادیتور اسپایدر استفاده میکنم میخواستم ببینم چطور میتونم اکستنشن هایی که در این دوره استفاده کردید رو روی اسپایدر نصب کنم. ممنون میشم راهنمایی کنید.,0,youtube-tutorials
real-0259,سلام یه سوال داشتم برای اینکه بخوایم با drf کار کنیم دیدن این دوره کافیه اگه نه در کل چه مهارت هایی باید از جنگو بلد باشیم,0,youtube-tutorials
real-0260,با سلام آیا امکان دارد راجع به git و مراحل نصب و استفاده از آن هم توضیح بدید؟,0,youtube-tutorials
real-0261,آِیا دوره «پروژه محور وبلاگ» را از سایت برداشتید؟,0,youtube-tutorials
real-0262,این مینی دوره چه فرقی با دوره کامل داره جنگو دارد که اموزش داده اید؟,0,youtube-tutorials
real-0263,تنها جمله ای که میشه برای یک کامنت نوشت (البته به نظر من*) فقط یک عدده >>>> 20 <<<<<,0,youtube-tutorials
real-0264,نمیتونم تو ۹۹ ثانیه ، ادیت ها، روست کردنات ، یا تیکه انداختنای پشت سر همتو هضم کنم😂😂😂❤,0,youtube-tutorials
real-0265,اینطوری که تو توضیح میدی یاد وردپرس میافتم,0,youtube-tutorials
real-0266,درباره پرل هم بگید,0,youtube-tutorials
real-0267,ویدیو نود جی اس هم بزار,0,youtube-tutorials
real-0268,در مورد لاراول هم صحبت کن ❤,0,youtube-tutorials
real-0269,عالی بودی😂 اصصصصلا نزن برادر,0,youtube-tutorials
real-0270,عالیههه عالیییی هستی❤❤😂,0,youtube-tutorials
real-0271,یه ویدئو هم در مورد flask بسازید❤,0,youtube-tutorials
real-0272,اقا سویفت رم در دستور کار قرار بدید! خدایش زبان خفنیه 😍,0,youtube-tutorials
real-0273,خیلی عالی بود من اصلا فقد همون ادمین پنلش را دوست دارم ولی به نظرم fastapi بهتر است.,0,youtube-tutorials
real-0274,2:06 ای بابا. لو رفتیم,0,youtube-tutorials
real-0275,درباره هسکل بگید لطفا,0,youtube-tutorials
real-0276,درباره پی اچ پی هم بگید,0,youtube-tutorials
real-0277,چیز خیلی خوب و خفنیه ولی کار باهاش یکم سخته,0,youtube-tutorials
real-0278,من پروژه اسپاتی فای و رادیو جولانو با این جنگو زدم عالیه ولی دارم میبرم توی گو ولی سخته,0,youtube-tutorials
real-0279,به عنوان یک جنگو کار میگم اگه پروژه کوچیکه بجای فلسک برید فست ای پی آی یاد بگیرید بهتره,0,youtube-tutorials
real-0280,من که زندگیم همین جنگو هست😂🔥,0,youtube-tutorials
real-0281,عالی این دیس php نیومد ولی 😂,0,youtube-tutorials
real-0282,در مورد بیسیک هم بسازید❤,0,youtube-tutorials
real-0283,0:14 الو سایمون خودتی ؟,0,youtube-tutorials
real-0284,در 99 ثانیه 🗣️🔥,0,youtube-tutorials
real-0285,یه راهنمایی کن داداش❤، الان من تا وسطای یادگیری جنگو رفتم و چندتا نمونه پروژه کوچیک هم زدم. ولی خیلیا بهم میگن این جنگو پایه ات رو ضعیف کرده میخوای خوب یاد بگیری برو سراغ flask اول بعد جنگو. بعضی ها هم میگن بازار کار javascript برای طراحی سایت بهتره و ولش کن. الان من موندم به کدوم گوش بدم یا اینکه ادامه جنگو رو جلو ببرم 😢.,0,youtube-tutorials
real-0286,تقاضا براش چطوره تو ایران,0,youtube-tutorials
real-0287,جاوا و اسپرینگ هم برو 😂,0,youtube-tutorials
real-0288,‏‪1:22‬‏ استالین☠️💀🫡,0,youtube-tutorials
real-0289,تنها پادکستی که باهاش حال میکنم:,0,youtube-tutorials
real-0290,1:10 فکر ننننکنم 😔,0,youtube-tutorials
real-0291,چرا تا وقتی nodejs وجود داره با جنگو یگی باید وب بزنه؟,0,youtube-tutorials
real-0292,فلسک و فست ای پی آی خیلی توی پایتون خوب هستن ولی واسه پروژه های بزرگ راست بهتره من خودم ۱ سال دارم با API کار میکنم تازه کار ها اعتماد کنید 🗿,0,youtube-tutorials
real-0293,داداش چطوری همه ویدیو های توی ۹۹ ثانیه است ولی یه ویدیو از لون یکی ثانیه بیشتر با کم نر داره ؟🗿,0,youtube-tutorials
real-0294,نسبت به بقیه خیلی کمتر تخریبش کردی. مشخصه عشق پایتونی,0,youtube-tutorials
real-0295,C++: چرا هیچ کس با من web نمی‌نویسه. 😭,0,youtube-tutorials
real-0296,مغزت رو میگاد جنگو همینقدر,0,youtube-tutorials
real-0297,flask خیلی تخمیه اگر می خوای با چیز های آسون تر کار کنی باید بری fastapi یاد بگیری. خیلی بهتره و یادگیریش هم مثل flask آسونه، ولی خداییش جنگو لعنتی بری واردش گوزپیچ میشی😂,0,youtube-tutorials
real-0298,تشکر که اینقدر صادقانه رهنمایی می کنید,0,youtube-tutorials
real-0299,سلام برای شروع برنامه نویسی چه لپ تابی بخریم,0,youtube-tutorials
real-0300,ممنون شما اولین فیلم در راه برنامه نویس شدن من هستید خوشحالم که اول فیلم شمارو دیدم❤,0,youtube-tutorials
real-0301,دعام کنین بتونم با این رشته مهاجرت کنم 🙂,0,youtube-tutorials
real-0302,امیدوارم بتونم تو فرصت کم برنامه نویسی شم. ❤ & لاو سروین,0,youtube-tutorials
real-0303,تشکر استاد محترم خیلی ویدئو عالی ❤,0,youtube-tutorials
real-0304,خیلی کامل و مفید توضیح دادید واقعا لذت بردم ❤🔥,0,youtube-tutorials
real-0305,مرسی واقعاً توضیحات کامل و البته به زبان ساده و قابل درک برای مبتدیان بود❤❤❤,0,youtube-tutorials
real-0306,یک ویدعو راجب هر نوع برنامه نویسی ممنون بابت ویدعوی خوبتون,0,youtube-tutorials
real-0307,سلام ، خیلی ممنون از توضیحات کامل و جامعتون به زبان ساده و مبتدی.,0,youtube-tutorials
real-0308,خیلی ازت ممنونم که در این حد زیبا راهنمایی کردی هیچی از این ویدیو بهتر راهنمایم نکرده بود واقعا سپاس❤️❤️❤️,0,youtube-tutorials
real-0309,بسیار مفید بود,0,youtube-tutorials
real-0310,درود به شما بسیار مفید بود 🌹🌹🌹,0,youtube-tutorials
real-0311,بارک الله آفرین خیلی خوب توضیح دادید. واقعاً علی و مفید بود💐🌷🫡🫡👍,0,youtube-tutorials
real-0312,دستتون درد نکنه خانم طباطبایی😊 ویدیوتون عالی بود❤,0,youtube-tutorials
real-0313,ممنون خیلی مفید بود 💛,0,youtube-tutorials
real-0314,توضیحاتتون کاملا شفاف و کامل بود ممنونم ازتون⚘️,0,youtube-tutorials
real-0315,مرسی از توضیحات جامع و خوبتون,0,youtube-tutorials
real-0316,بسیار عالی بود خانم مهندس.,0,youtube-tutorials
real-0317,خیلی عالی بود. واقعا خیلی چیزا برام روشن شد با دیدن ویدیو های شما,0,youtube-tutorials
real-0318,واقعا روان و زيبا و كامل توضيح داديد❤,0,youtube-tutorials
real-0319,❤ممنون از توضیحاتتون,0,youtube-tutorials
real-0320,خیلی ممنون بایت ویدیویی که درست کردید 😘😘,0,youtube-tutorials
real-0321,دقیقاً موضوعی که دنبالش بودم ❤ مرسی,0,youtube-tutorials
real-0322,توضيحات شما خيلي مفيد بود واقعا از شما ممنونم,0,youtube-tutorials
real-0323,خدا حفظتون کنه. بی نظیرید,0,youtube-tutorials
real-0324,واییی خیلی خوب توضیح دادین ❤😊,0,youtube-tutorials
real-0325,خیلی ممنون بابت توضیحات مفیدتون❤❤,0,youtube-tutorials
real-0326,ممنون از کلیپ و توضیحات عالی تون❤,0,youtube-tutorials
real-0327,سپاسگذارم ازتون حرفاتون خیلی مفید بود,0,youtube-tutorials
real-0328,عالی بود مرسی واقعا👌🏼🙏,0,youtube-tutorials
real-0329,سلام خوبی من تازه آغاز کرده ام مفاهیم مفید بود ممنونم,0,youtube-tutorials
real-0330,خیلی کامل بود. ممنون,0,youtube-tutorials
real-0331,مرسی بابت اطلاعاتتون,0,youtube-tutorials
real-0332,عالی بود عزیزم ❤,0,youtube-tutorials
real-0333,ممنونم از راهنمای تان,0,youtube-tutorials
real-0334,چه خوشکل توضیح میدی 😁😁,0,youtube-tutorials
real-0335,عالی مثله همیشه,0,youtube-tutorials
real-0336,خیییییلی ممنون,0,youtube-tutorials
real-0337,سلام استاد خوبم خوب هستید انشالله که همیشه در زندگی موفق باشید میشه در رابطه با برنامه نویسان هندی هم صحبتی داشته باشین ممنونم,0,youtube-tutorials
real-0338,تشکر خوب بود,0,youtube-tutorials
real-0339,اگه میشه لطفاً آموزش برنامه نویسی C++ بزارید,0,youtube-tutorials
real-0340,واقعا نسبت به خیلی از یوتیوبر ها سطحتو متفاوته و کمک به حل مسئله میکنید,0,youtube-tutorials
real-0341,واقعا وسط ویدیو خواستم بگم دمت گرم من برنامه نویسی و تا نصفه رفتم ولی نصف چیزایی که گفتی تازه بعد 5 ماه فهمیدم دمت گرم ادامه بده چیزای جدید تر و قوی تر,0,youtube-tutorials
real-0342,واقعا ارت ممنونم من تازه میخوام شروع کنم و خیلی گیج بودم و اگه شما اینهارو نمیکفتین من راهم رو پیدا نمیکردم ❤,0,youtube-tutorials
real-0343,تشکرمیکنم بابت حضورتون,0,youtube-tutorials
real-0344,سپاس از شما برای آموزش خوب و کاربردیتون 🙏🌷,0,youtube-tutorials
real-0345,الان بهترین لپ تاپ اقتصادی واسه برنامه نویسی چیه؟,0,youtube-tutorials
real-0346,واقعی عالی بود دمت گرم خیلی کامل و خوب بود,0,youtube-tutorials
real-0347,تشکر یهنی باید هنوز برنا مه نویس را خوب قوی یاد بیگرم,0,youtube-tutorials
real-0348,برنامه نویسی با یه دیدگاه از بالا,0,youtube-tutorials
real-0349,خیلی ممنون از نکات حرفه و آموزندتون🙏💥,0,youtube-tutorials
real-0350,ویدیوهای شما خیلی عالی و کاربردی است. مرسی!🙏,0,youtube-tutorials
real-0351,مرسی ادامه بدید,0,youtube-tutorials
real-0352,دست خوش هی می‌خواستیم اینو بفهمیم,0,youtube-tutorials
real-0353,به به سلللللااااام اقای هوووووژی🎉😅,0,youtube-tutorials
real-0354,دمت گرم خیلی به دردم خورد,0,youtube-tutorials
real-0355,عالی ولی همه مثال هات مربوط به الان هست بهتر بود مثلا ز پنج یا ده سال بعد هم مثال میزدی و میگفتی و توضیح میدادی.,0,youtube-tutorials
real-0356,چطور انقدر ادیتت خفنههه,0,youtube-tutorials
real-0357,درود ممنون خداقوت,0,youtube-tutorials
real-0358,خیلی عالی ممنونم,0,youtube-tutorials
real-0359,ممنون از شما,0,youtube-tutorials
real-0360,دقیقا یعنی نتیجه تحقیق یک هفته ای من رو شما در 13 دقیقه توضیح داد کاش زودتر ویدیو شما را میدیدم,0,youtube-tutorials
real-0361,میشه توی یه ویدیو همین نقشه راه رو تو یه پروژه کوچیک نشون بدین,0,youtube-tutorials
real-0362,هژی جان لطفا طرز وصل کردن سایتی که با هوش مصنویی درست کردیم به درگاه پرداخت رو بگو,0,youtube-tutorials
real-0363,سلام لطف می کنید در یکی از ویدئو ها آموزش نصب کلو کد روی vscode رو یاد بدید چون در ویدئو های دیگر فقط می رفتی تو کلود کد و آموزش نصب نزاشته بودی,0,youtube-tutorials
real-0364,مرسی خیلی عالی بود بدون حاشیه اصل مطلب گفته شد.,0,youtube-tutorials
real-0365,خيلي خوب توضيح دادين تشكر,0,youtube-tutorials
real-0366,واقعا مرسیییییی خیلی مفید بود برام♥,0,youtube-tutorials
real-0367,سلام لطفا برای بازیسازی هم بگو ترجیحا Godot,0,youtube-tutorials
real-0368,بسیار با کیفیت. خدا قوت.,0,youtube-tutorials
real-0369,عالی مثل همیشه ممنون,0,youtube-tutorials
real-0370,ویدیو عالی بود مخصوصا 11:12 من از چت چی پی تی خواستم یک پرامپت شخصی سازی شده برای برنامه نویسی بهم بده تا چت چی پی تی رو شخصی سازی کنم دقیقا همین هارو گفت ❤,0,youtube-tutorials
real-0371,ممنون از آموزش صادقانه و موثر شما❤ ما کاربران به راحتی متوجه تفاوت آموزش شما میشیم.,0,youtube-tutorials
real-0372,سلام عالی بود❤,0,youtube-tutorials
real-0373,توضیحات کامل و واقع گرایانه ای بود .,0,youtube-tutorials
real-0374,عالی بود مرسی,0,youtube-tutorials
real-0375,خیلی خوب مفهوم رو رسوندی ❤❤,0,youtube-tutorials
real-0376,عالی و کامل بود ❤,0,youtube-tutorials
real-0377,چه ویدیوی خوبی بود هژی دیدمون رو باز کرد,0,youtube-tutorials
real-0378,موفق باشید 👏🏻👏🏻,0,youtube-tutorials
real-0379,خیلی اموزنده بود ممنون,0,youtube-tutorials
real-0380,آموزش این سبک ادیت ویدیو رو از کجا یادگرفتید؟,0,youtube-tutorials
real-0381,سلام به نظرتون جاوا اینده ای داره یا نه تازه میخوام شروع کنم و ترم 4 کامپیوترم ممنونم از شما,0,youtube-tutorials
real-0382,خیلی وقته که مسئله حفظ کردن سینتکس نیست,0,youtube-tutorials
real-0383,خلاصه: بله باید برنامه نویسی یاد داشته باشید و یاد بگیرید وگرنه ممکنه تو هر یک از مراحل همه چی از بین بره,0,youtube-tutorials
real-0384,3:51 ای بابا نا امید شدم از برنامه نویسی تازه میخواستیم شروع کنیما😂,0,youtube-tutorials
real-0385,بالاخره یکی حرف حساب زد,0,youtube-tutorials
real-0386,چند وقت هستش که هم انگلیسی و هم فارسی سرچ کردم برای برنامه نویسی...ولی این بهترین توضیحاتی بود که نیاز داشتم.,0,youtube-tutorials
real-0387,با اینکه شروع نکردم ولی احساس کردم چقد خرم بلد نیستم 😭🤣مفید بودددد میسییی,0,youtube-tutorials
real-0388,واقعا بینظیر بود کاش دوران دانشگاه دو تا استاد مثل شما داشتم هر چند که الآنم خوشحالم که ویدیو شما رو دیدم,0,youtube-tutorials
real-0389,مرسی که هستی منتظرم یاد بگیرم,0,youtube-tutorials
real-0390,من واقعا به دیدن همچین محتوایی نیاز داشتم. مرسی که این ویدیو رو تولید و به اشتراک گذاشتین❤❤❤,0,youtube-tutorials
real-0391,تشکر از راهنماییتون/واقعا مفید بود❤,0,youtube-tutorials
real-0392,این دوره دقیقا به درد من میخوره چون من در همین حد فیلم دیدن و اینا بلدم,0,youtube-tutorials
real-0393,سلام خواستم یک تشکر ویژه ازتون بکنم چون در همین چهارده دقیقه به خیلی از سوال های من جواب دادید.,0,youtube-tutorials
real-0394,سوای ویدیو خوبتون واقعا عالی جواب کامنت دوستانُ دادید ممنون ازتون بیشتریاشونو اسکرین گرفتم برای خودم,0,youtube-tutorials
real-0395,خیلی صحبتاتون خوب و کارآمد بود ، من امسال دانشگاه مهندسی کامپیوتر قبول شدم و پیش زمینه ی خیلی کمی دارم ، گفته هاتون واقعا بهم انگیز داد ، ممنون✨,0,youtube-tutorials
real-0396,به حرف هاتون نیاز داشتم - ممنونم,0,youtube-tutorials
real-0397,همه چی توش بود غیر از موضوع اصلی ضمن اینکه الان علم و ارتباطات اونقدر پیشرفت کزده مثلا همین یوتیوب خودش ی دانشگاه است,0,youtube-tutorials
real-0398,سلام ممنون بابت وقتی که گذاشتین. بنظرم به نکات خیلییی خوبی اشاره کردین,0,youtube-tutorials
real-0399,فوق العاده بود من که واقعا لذت بردم! جواب کلی از سوال هام رو گرفتم,0,youtube-tutorials
real-0400,دقیقا این مقدماتی رو که گفتی بلد بودم خوش بختانه😁 کلا به کامپیوتر امید وارم,0,youtube-tutorials
real-0401,با سلام خدمت شما استاد گرانقدر شما انقدر قدرت تکلم بالایی دارید که من به شخصه لذت بردم و حتما به حرف های شما عمل خواهم کرد ممنون از شما,0,youtube-tutorials
real-0402,بسیار عالی خسته نباشین💛💛💛,0,youtube-tutorials
real-0403,بهترین ویدیوی بود ک برای معرفی برنامه نویسی دیدم . عالی,0,youtube-tutorials
real-0404,بینهایت مفید بود. مسیرو نه خیلی الکی و ساده‌ تعریفش کردین، نه خیلی ترسناک و سخت. ممنون ✨,0,youtube-tutorials
real-0405,خیلی ممنون از شما صحبت هاتون خیلی واسم مفید بود,0,youtube-tutorials
real-0406,فوق العاده بود ممنون از شما,0,youtube-tutorials
real-0407,سپاسگذارم ازتون من علاقه ای زیادی داشتم و تقریبا هیچ اطلاعاتی نداشتم حرفاتون مفید بود ممنون ❤,0,youtube-tutorials
real-0408,ممنون اینکه به زبان ساده توضیح دادید.❤,0,youtube-tutorials
real-0409,خیلی ممنون حرفاتون واقعا کارامده اولین باره ویدیو های شما رو دیدم خیلی دیدمو تغییر داد ممنون,0,youtube-tutorials
real-0410,خیلی ممنون از شما🌹❤,0,youtube-tutorials
real-0411,محتوای بسیار قوی و آموزنده ای بود دید و تفکرم نسبت به دانشگاهو عوض کرد ممنونم! ❤,0,youtube-tutorials
real-0412,خیلی خوب بود اقا . و چقدر خوب که چنل رو پیدا کردم مرسی از شما,0,youtube-tutorials
real-0413,خیلی خوب بود...در مورد دانشگاه و شرایط برنامه نویس شدن خیلی مفید بود ویدیوتون، موفق باشید همراه با دانشجوهاتون 👍👏👍👏👍,0,youtube-tutorials
real-0414,خیلی مفید و رُک و پوسکنده حرف زدید ممنونم واقعا❤️❤️❤️,0,youtube-tutorials
